id,source,published,title,use_level,format,source_file,normalized_file,source_url,sha256,scenario_focus,platform,validation
DFIR-2022-02-07-81e784ce,The DFIR Report,2022-02-07,"Qbot Likes to Move It, Move It",A,HTML,The_DFIR_Report/2022-02-07_qbot-likes-to-move-it-move-it.html,The_DFIR_Report/2022-02-07_qbot-likes-to-move-it-move-it.md,https://thedfirreport.com/2022/02/07/qbot-likes-to-move-it-move-it/,ddf870a6e0857a88a1299f437fdb9413ae88dd2b3434994ad75b5a8a9ad9e95d,multi-stage intrusion investigation,Windows/AD,HTTP 200; Markdown extracted; 2941 words
DFIR-2022-02-21-ologon-Domain-Compromise,The DFIR Report,2022-02-21,Qbot and Zerologon Lead To Full Domain Compromise,A,HTML,The_DFIR_Report/2022-02-21_Qbot-Zerologon-Domain-Compromise.html,The_DFIR_Report/2022-02-21_Qbot-Zerologon-Domain-Compromise.md,https://thedfirreport.com/2022/02/21/qbot-and-zerologon-lead-to-full-domain-compromise/,fe63527727902f93f82b571e815c29c7d4dcc23be2c03c0d22a8b5a4467cfc4a,Active Directory or privilege escalation,Windows/AD,HTTP 200; Markdown extracted; 3493 words
DFIR-2022-03-07-b3f8704e,The DFIR Report,2022-03-07,2021 Year In Review,B,HTML,The_DFIR_Report/2022-03-07_2021-year-in-review.html,The_DFIR_Report/2022-03-07_2021-year-in-review.md,https://thedfirreport.com/2022/03/07/2021-year-in-review/,65fa68e78097ad475a7789edec42d6697c1b8892589537e91d3d00fe9017c2d3,multi-stage intrusion investigation,Windows/AD,HTTP 200; Markdown extracted; 3365 words
DFIR-2022-03-21-21_PHOSPHORUS-ProxyShell,The DFIR Report,2022-03-21,PHOSPHORUS Automates Initial Access Using ProxyShell,A,HTML,The_DFIR_Report/2022-03-21_PHOSPHORUS-ProxyShell.html,The_DFIR_Report/2022-03-21_PHOSPHORUS-ProxyShell.md,https://thedfirreport.com/2022/03/21/phosphorus-automates-initial-access-using-proxyshell/,e5b49126ebd50bce614c1ce19e2aa03bf2b07a270e2b81cf09ae2550db767f65,public-facing exploitation,Windows/AD,HTTP 200; Markdown extracted; 3234 words
DFIR-2022-04-04-616def11,The DFIR Report,2022-04-04,Stolen Images Campaign Ends in Conti Ransomware,A,HTML,The_DFIR_Report/2022-04-04_stolen-images-campaign-ends-in-conti-ransomware.html,The_DFIR_Report/2022-04-04_stolen-images-campaign-ends-in-conti-ransomware.md,https://thedfirreport.com/2022/04/04/stolen-images-campaign-ends-in-conti-ransomware/,f01f38bd3917a5770812be24487c4bfc6eb9b33e34d14673e978ffb9b5b99de2,impact or ransomware,Windows/AD,HTTP 200; Markdown extracted; 3879 words
DFIR-2022-04-25-e0029e77,The DFIR Report,2022-04-25,Quantum Ransomware,A,HTML,The_DFIR_Report/2022-04-25_quantum-ransomware.html,The_DFIR_Report/2022-04-25_quantum-ransomware.md,https://thedfirreport.com/2022/04/25/quantum-ransomware/,968492113b7786e061316c947f172e25a6c7a00c866f88d4091ec022f62d5984,impact or ransomware,Windows/AD,HTTP 200; Markdown extracted; 3636 words
DFIR-2022-05-09-c4920937,The DFIR Report,2022-05-09,SEO Poisoning - A Gootloader Story,A,HTML,The_DFIR_Report/2022-05-09_seo-poisoning-a-gootloader-story.html,The_DFIR_Report/2022-05-09_seo-poisoning-a-gootloader-story.md,https://thedfirreport.com/2022/05/09/seo-poisoning-a-gootloader-story/,98150a9161e6ddb2b071b4c45505bc04afc1c3cd514617422290ac61ba3aed60,phishing or user execution,Windows/AD,HTTP 200; Markdown extracted; 2998 words
DFIR-2022-06-06--Exploit-to-Exfiltration,The DFIR Report,2022-06-06,Will the Real Msiexec Please Stand Up? Exploit Leads to Data Exfiltration,A,HTML,The_DFIR_Report/2022-06-06_Msiexec-Exploit-to-Exfiltration.html,The_DFIR_Report/2022-06-06_Msiexec-Exploit-to-Exfiltration.md,https://thedfirreport.com/2022/06/06/will-the-real-msiexec-please-stand-up-exploit-leads-to-data-exfiltration/,acc459df8c8f2d100af2b5ad37eaf2f70b715f2ab24cc177afb209b2cea77d0c,public-facing exploitation; collection or exfiltration,Windows/AD,HTTP 200; Markdown extracted; 3015 words
DFIR-2022-06-16-af830049,The DFIR Report,2022-06-16,"SANS Ransomware Summit 2022, Can You Detect This?",B,HTML,The_DFIR_Report/2022-06-16_sans-ransomware-summit-2022-can-you-detect-this.html,The_DFIR_Report/2022-06-16_sans-ransomware-summit-2022-can-you-detect-this.md,https://thedfirreport.com/2022/06/16/sans-ransomware-summit-2022-can-you-detect-this/,23089398ead0a4a32c66bfd65352841e68a1938baa97a97c74eaf14cfe547ccb,impact or ransomware,Windows/AD,HTTP 200; Markdown extracted; 1723 words
DFIR-2022-07-11-0b9108b5,The DFIR Report,2022-07-11,SELECT XMRig FROM SQLServer,A,HTML,The_DFIR_Report/2022-07-11_select-xmrig-from-sqlserver.html,The_DFIR_Report/2022-07-11_select-xmrig-from-sqlserver.md,https://thedfirreport.com/2022/07/11/select-xmrig-from-sqlserver/,78d7b62360e28e3671385ca5f176b1876423ec0ceec531e745aaa58195433f08,multi-stage intrusion investigation,Windows/AD,HTTP 200; Markdown extracted; 3080 words
DFIR-2022-08-08-umbleBee-to-Domain-Admin,The DFIR Report,2022-08-08,BumbleBee Roasts Its Way to Domain Admin - The DFIR Report,A,HTML,The_DFIR_Report/2022-08-08_BumbleBee-to-Domain-Admin.html,The_DFIR_Report/2022-08-08_BumbleBee-to-Domain-Admin.md,https://thedfirreport.com/2022/08/08/bumblebee-roasts-its-way-to-domain-admin/,850af8817a2734e97902193fe42c6f7e1dcefefd7eae60697342c0d2fbe855c8,phishing or user execution; Active Directory or privilege escalation,Windows/AD,HTTP 200; Markdown extracted; 4694 words
DFIR-2022-09-12-b1e0190e,The DFIR Report,2022-09-12,Dead or Alive? An Emotet Story - The DFIR Report,A,HTML,The_DFIR_Report/2022-09-12_dead-or-alive-an-emotet-story.html,The_DFIR_Report/2022-09-12_dead-or-alive-an-emotet-story.md,https://thedfirreport.com/2022/09/12/dead-or-alive-an-emotet-story/,7e8e551e837cdd92b1261ceb19ef1b4b356bf70d69b2b16cc1a8c06f98b27c1d,phishing or user execution,Windows/AD,HTTP 200; Markdown extracted; 4583 words
DFIR-2022-09-26-57d23ebf,The DFIR Report,2022-09-26,BumbleBee: Round Two - The DFIR Report,A,HTML,The_DFIR_Report/2022-09-26_bumblebee-round-two.html,The_DFIR_Report/2022-09-26_bumblebee-round-two.md,https://thedfirreport.com/2022/09/26/bumblebee-round-two/,7e4447a40a2fd619dc9a33c7563aae41e61a41a127f7416e27cda4abdbd63b2b,phishing or user execution,Windows/AD,HTTP 200; Markdown extracted; 2908 words
DFIR-2022-10-31-ina-to-Domain-Compromise,The DFIR Report,2022-10-31,Follina Exploit Leads to Domain Compromise,A,HTML,The_DFIR_Report/2022-10-31_Follina-to-Domain-Compromise.html,The_DFIR_Report/2022-10-31_Follina-to-Domain-Compromise.md,https://thedfirreport.com/2022/10/31/follina-exploit-leads-to-domain-compromise/,26bde58ff12763d77afa3b241cb95655eef1827ce1e0a943559834550e70de62,public-facing exploitation; Active Directory or privilege escalation,Windows/AD,HTTP 200; Markdown extracted; 3198 words
DFIR-2022-11-14-468db3f3,The DFIR Report,2022-11-14,BumbleBee Zeros in on Meterpreter,A,HTML,The_DFIR_Report/2022-11-14_bumblebee-zeros-in-on-meterpreter.html,The_DFIR_Report/2022-11-14_bumblebee-zeros-in-on-meterpreter.md,https://thedfirreport.com/2022/11/14/bumblebee-zeros-in-on-meterpreter/,22d800abefc9478d4bbe2026e4db072ca225ccac9a07e98cf74374774119382d,phishing or user execution,Windows/AD,HTTP 200; Markdown extracted; 3648 words
DFIR-2022-11-28,The DFIR Report,2022-11-28,Emotet Strikes Again - LNK File Leads to Domain Wide Ransomware,A,HTML,The_DFIR_Report/2022-11-28_Emotet-LNK-to-Quantum-Ransomware.html,The_DFIR_Report/2022-11-28_Emotet-LNK-to-Quantum-Ransomware.md,https://thedfirreport.com/2022/11/28/emotet-strikes-again-lnk-file-leads-to-domain-wide-ransomware/,0f6ef95b51fdfec849648ba071886b15178195202b085a874b484e641f40a062,LNK; PowerShell; registry run key; RDP; Rclone; ransomware,Windows/AD,HTTP 200; Markdown extracted; 4273 words
DFIR-2023-01-09-22ad4bac,The DFIR Report,2023-01-09,Unwrapping Ursnifs Gifts - The DFIR Report,A,HTML,The_DFIR_Report/2023-01-09_unwrapping-ursnifs-gifts.html,The_DFIR_Report/2023-01-09_unwrapping-ursnifs-gifts.md,https://thedfirreport.com/2023/01/09/unwrapping-ursnifs-gifts/,9bb83a460583051e6bfa6e5a0362b588c4779e28e8e8fd750286ddc7963f1734,multi-stage intrusion investigation,Windows/AD,HTTP 200; Markdown extracted; 3533 words
DFIR-2023-01-23-67effc5f,The DFIR Report,2023-01-23,ShareFinder: How Threat Actors Discover File Shares - The DFIR Report,B,HTML,The_DFIR_Report/2023-01-23_sharefinder-how-threat-actors-discover-file-shares.html,The_DFIR_Report/2023-01-23_sharefinder-how-threat-actors-discover-file-shares.md,https://thedfirreport.com/2023/01/23/sharefinder-how-threat-actors-discover-file-shares/,7e78a3f8062836e4bae1fefc2f6eb20919b11253bf091b9eb5f325af3ecf3d48,multi-stage intrusion investigation,Windows/AD,HTTP 200; Markdown extracted; 2348 words
DFIR-2023-02-06--Exfiltrate-Sleep-Repeat,The DFIR Report,2023-02-06,"Collect, Exfiltrate, Sleep, Repeat - The DFIR Report",A,HTML,The_DFIR_Report/2023-02-06_Collect-Exfiltrate-Sleep-Repeat.html,The_DFIR_Report/2023-02-06_Collect-Exfiltrate-Sleep-Repeat.md,https://thedfirreport.com/2023/02/06/collect-exfiltrate-sleep-repeat/,e56e58bfe9a05d685bc3adca953cc823ce0657ce46e63ea4dd486abc8cfb129a,collection or exfiltration,Windows/AD,HTTP 200; Markdown extracted; 2513 words
DFIR-2023-03-06-220eaafa,The DFIR Report,2023-03-06,2022 Year in Review - The DFIR Report,B,HTML,The_DFIR_Report/2023-03-06_2022-year-in-review.html,The_DFIR_Report/2023-03-06_2022-year-in-review.md,https://thedfirreport.com/2023/03/06/2022-year-in-review/,79fa7b92526b377e1a250fc70379a221432cd9a428e9aa5fcff3f476898a9edd,multi-stage intrusion investigation,Windows/AD,HTTP 200; Markdown extracted; 5558 words
DFIR-2023-03-16-f95160db,The DFIR Report,2023-03-16,From a Single Click: How Lunar Spider Enabled a Near Two-Month IntrusionDefault Post - The DFIR Report,B,HTML,The_DFIR_Report/2023-03-16_default-post.html,The_DFIR_Report/2023-03-16_default-post.md,https://thedfirreport.com/2023/03/16/default-post/,a7066cfd7fd32158c1c39183d8ad7f08bd80dad8422b07b5abe58abbff5020ec,multi-stage intrusion investigation,Windows/AD,HTTP 200; Markdown extracted; 186 words; SHORT_TEXT_REVIEW
DFIR-2023-04-03-icious-ISO-to-Ransomware,The DFIR Report,2023-04-03,Malicious ISO File Leads to Domain Wide Ransomware - The DFIR Report,A,HTML,The_DFIR_Report/2023-04-03_Malicious-ISO-to-Ransomware.html,The_DFIR_Report/2023-04-03_Malicious-ISO-to-Ransomware.md,https://thedfirreport.com/2023/04/03/malicious-iso-file-leads-to-domain-wide-ransomware/,4b56bee6045713bcd1779753c9e181c826b8035e2cec738bd23c772231c89094,phishing or user execution; Active Directory or privilege escalation; impact or ransomware,Windows/AD,HTTP 200; Markdown extracted; 6591 words
DFIR-2023-05-22-05-22_IcedID-to-Nokoyawa,The DFIR Report,2023-05-22,IcedID Macro Ends in Nokoyawa Ransomware - The DFIR Report,A,HTML,The_DFIR_Report/2023-05-22_IcedID-to-Nokoyawa.html,The_DFIR_Report/2023-05-22_IcedID-to-Nokoyawa.md,https://thedfirreport.com/2023/05/22/icedid-macro-ends-in-nokoyawa-ransomware/,c57581190fa7b6d5a0ecb880fc93ecb51b9b0db9a43ea4070b78c51b0639fa39,phishing or user execution; impact or ransomware,Windows/AD,HTTP 200; Markdown extracted; 5468 words
DFIR-2023-06-12--06-12_Graceful-Wipe-Out,The DFIR Report,2023-06-12,A Truly Graceful Wipe Out - The DFIR Report,A,HTML,The_DFIR_Report/2023-06-12_Graceful-Wipe-Out.html,The_DFIR_Report/2023-06-12_Graceful-Wipe-Out.md,https://thedfirreport.com/2023/06/12/a-truly-graceful-wipe-out/,a858f2217c670d0941df57d9d30041c6825f98c59b75d1417ec521168cf74a86,impact or ransomware,Windows/AD,HTTP 200; Markdown extracted; 6157 words
DFIR-2023-08-28--Smuggling-to-Ransomware,The DFIR Report,2023-08-28,HTML Smuggling Leads to Domain Wide Ransomware - The DFIR Report,A,HTML,The_DFIR_Report/2023-08-28_HTML-Smuggling-to-Ransomware.html,The_DFIR_Report/2023-08-28_HTML-Smuggling-to-Ransomware.md,https://thedfirreport.com/2023/08/28/html-smuggling-leads-to-domain-wide-ransomware/,6deee937a038ad741ca164dbe6268a5d91d04b83deecc94d706e54b50f81945c,phishing or user execution; Active Directory or privilege escalation; impact or ransomware,Windows/AD,HTTP 200; Markdown extracted; 4031 words
DFIR-2023-09-25,The DFIR Report,2023-09-25,From ScreenConnect to Hive Ransomware in 61 Hours,A,HTML,The_DFIR_Report/2023-09-25_ScreenConnect-to-Hive.html,The_DFIR_Report/2023-09-25_ScreenConnect-to-Hive.md,https://thedfirreport.com/2023/09/25/from-screenconnect-to-hive-ransomware-in-61-hours/,28762384636a5576293255416008bc884d02396028f17130194cdd8a22a4fafa,RMM; discovery; BITS; Cobalt Strike; failed actions; ransomware,Windows/AD,HTTP 200; Markdown extracted; 5990 words
DFIR-2023-10-30-ort-to-Domain-Compromise,The DFIR Report,2023-10-30,NetSupport Intrusion Results in Domain Compromise - The DFIR Report,A,HTML,The_DFIR_Report/2023-10-30_NetSupport-to-Domain-Compromise.html,The_DFIR_Report/2023-10-30_NetSupport-to-Domain-Compromise.md,https://thedfirreport.com/2023/10/30/netsupport-intrusion-results-in-domain-compromise/,f32e74da560ed8e9e782410a7b3bdf21fe4a869e2ac02c4a465b93e6aa01125b,Active Directory or privilege escalation,Windows/AD,HTTP 200; Markdown extracted; 4861 words
DFIR-2023-12-04,The DFIR Report,2023-12-04,SQL Brute Force Leads to BlueSky Ransomware,A,HTML,The_DFIR_Report/2023-12-04_SQL-Brute-Force-to-BlueSky.html,The_DFIR_Report/2023-12-04_SQL-Brute-Force-to-BlueSky.md,https://thedfirreport.com/2023/12/04/sql-brute-force-leads-to-bluesky-ransomware/,11a9c1991b3f078c85a71bcb80230bf7d453fa5052e9439dbb5532776588b319,MSSQL brute force; xp_cmdshell; remote services; ransomware,Windows/AD,HTTP 200; Markdown extracted; 2563 words
DFIR-2023-12-18-7f071925,The DFIR Report,2023-12-18,Lets Open(Dir) Some Presents: An Analysis of a Persistent Actor’s Activity - The DFIR Report,A,HTML,The_DFIR_Report/2023-12-18_lets-opendir-some-presents-an-analysis-of-a-persistent-actors-activity.html,The_DFIR_Report/2023-12-18_lets-opendir-some-presents-an-analysis-of-a-persistent-actors-activity.md,https://thedfirreport.com/2023/12/18/lets-opendir-some-presents-an-analysis-of-a-persistent-actors-activity/,36226667347a7abe60c3c33e3336f4608e9ff2278ac2b18bf10a70f0870afbcb,multi-stage intrusion investigation,Windows/AD,HTTP 200; Markdown extracted; 4268 words
DFIR-2024-01-29-01-29_Trigona-in-3-Hours,The DFIR Report,2024-01-29,Buzzing on Christmas Eve: Trigona Ransomware in 3 Hours - The DFIR Report,A,HTML,The_DFIR_Report/2024-01-29_Trigona-in-3-Hours.html,The_DFIR_Report/2024-01-29_Trigona-in-3-Hours.md,https://thedfirreport.com/2024/01/29/buzzing-on-christmas-eve-trigona-ransomware-in-3-hours/,65519fee5386a72b7b5e310e2e3e536d790de7da68162cc08d4c92048af12a10,impact or ransomware,Windows/AD,HTTP 200; Markdown extracted; 3878 words
DFIR-2024-02-26-Loader-to-Domain-Control,The DFIR Report,2024-02-26,SEO Poisoning to Domain Control: The Gootloader Saga Continues - The DFIR Report,A,HTML,The_DFIR_Report/2024-02-26_GootLoader-to-Domain-Control.html,The_DFIR_Report/2024-02-26_GootLoader-to-Domain-Control.md,https://thedfirreport.com/2024/02/26/seo-poisoning-to-domain-control-the-gootloader-saga-continues/,f186dc59468c73f9475372e3c2d865768c4d2c1d4de86ceb21f7fe2dfed86149,phishing or user execution; Active Directory or privilege escalation,Windows/AD,HTTP 200; Markdown extracted; 4587 words
DFIR-2024-03-04-ess-to-Godzilla-WebShell,The DFIR Report,2024-03-04,"Threat Brief: WordPress Plugin Exploit Leads to Godzilla Web Shell, Discovery & New CVE - The DFIR Report",A,PDF,The_DFIR_Report/2024-03-04_WordPress-to-Godzilla-WebShell.pdf,The_DFIR_Report/2024-03-04_WordPress-to-Godzilla-WebShell.md,https://thedfirreport.com/2024/03/04/threat-brief-wordpress-exploit-leads-to-godzilla-web-shell-discovery-new-cve/,bcb7b9b90ec53d248f96918b99c0944bab1a208e0e52d194851bdc88394081f1,public-facing exploitation; remote services or credential attack,Linux/Windows/Enterprise,PDF; 6 pages; landing HTML archived; Markdown summary 291 words
DFIR-2024-04-01-ote-IcedID-to-Ransomware,The DFIR Report,2024-04-01,From OneNote to RansomNote: An Ice Cold Intrusion - The DFIR Report,A,HTML,The_DFIR_Report/2024-04-01_OneNote-IcedID-to-Ransomware.html,The_DFIR_Report/2024-04-01_OneNote-IcedID-to-Ransomware.md,https://thedfirreport.com/2024/04/01/from-onenote-to-ransomnote-an-ice-cold-intrusion/,d30d141560cff570d1855d8e8f9906d7ae26db433c3f43ab55debd2a41b2e45d,phishing or user execution; impact or ransomware,Windows/AD,HTTP 200; Markdown extracted; 6126 words
DFIR-2024-04-29-9_IcedID-to-Dagon-Locker,The DFIR Report,2024-04-29,From IcedID to Dagon Locker Ransomware in 29 Days - The DFIR Report,A,HTML,The_DFIR_Report/2024-04-29_IcedID-to-Dagon-Locker.html,The_DFIR_Report/2024-04-29_IcedID-to-Dagon-Locker.md,https://thedfirreport.com/2024/04/29/from-icedid-to-dagon-locker-ransomware-in-29-days/,522774f8c34c57c33184b9b7acba7926d2efcd1f3f4954b896530af84262f3e0,phishing or user execution; impact or ransomware,Windows/AD,HTTP 200; Markdown extracted; 3938 words
DFIR-2024-06-10-D-ScreenConnect-to-ALPHV,The DFIR Report,2024-06-10,IcedID Brings ScreenConnect and CSharp Streamer to ALPHV Ransomware Deployment - The DFIR Report,A,HTML,The_DFIR_Report/2024-06-10_IcedID-ScreenConnect-to-ALPHV.html,The_DFIR_Report/2024-06-10_IcedID-ScreenConnect-to-ALPHV.md,https://thedfirreport.com/2024/06/10/icedid-brings-screenconnect-and-csharp-streamer-to-alphv-ransomware-deployment/,97618a716281287a129a164c6b33ac747ead2367dcb358eb376dac9d03e44bba,phishing or user execution; impact or ransomware,Windows/AD,HTTP 200; Markdown extracted; 4888 words
DFIR-2024-08-12-2c5d2945,The DFIR Report,2024-08-12,"Threat Actors' Toolkit: Leveraging Sliver, PoshC2 & Batch Scripts - The DFIR Report",A,HTML,The_DFIR_Report/2024-08-12_threat-actors-toolkit-leveraging-sliver-poshc2-batch-scripts.html,The_DFIR_Report/2024-08-12_threat-actors-toolkit-leveraging-sliver-poshc2-batch-scripts.md,https://thedfirreport.com/2024/08/12/threat-actors-toolkit-leveraging-sliver-poshc2-batch-scripts/,6b59ca01d32ace908944633cb300dc5e9cd6fb159a5dfdd64c3c2a587b1db296,multi-stage intrusion investigation,Windows/AD,HTTP 200; Markdown extracted; 6261 words
DFIR-2024-08-26-465d2685,The DFIR Report,2024-08-26,BlackSuit Ransomware - The DFIR Report,A,HTML,The_DFIR_Report/2024-08-26_blacksuit-ransomware.html,The_DFIR_Report/2024-08-26_blacksuit-ransomware.md,https://thedfirreport.com/2024/08/26/blacksuit-ransomware/,20086188720237a3b57c86c43262ccb10e888158e9d9d8516c0b9ed5af1b588b,impact or ransomware,Windows/AD,HTTP 200; Markdown extracted; 5768 words
DFIR-2024-09-30-rogen-Sliver-to-BlackCat,The DFIR Report,2024-09-30,Nitrogen Campaign Drops Sliver and Ends With BlackCat Ransomware - The DFIR Report,A,HTML,The_DFIR_Report/2024-09-30_Nitrogen-Sliver-to-BlackCat.html,The_DFIR_Report/2024-09-30_Nitrogen-Sliver-to-BlackCat.md,https://thedfirreport.com/2024/09/30/nitrogen-campaign-drops-sliver-and-ends-with-blackcat-ransomware/,fa0e39e5e4b78ebe1efd2ec3591631bc9e2bdcd1174c14e3344e4df628d85d0c,phishing or user execution; impact or ransomware,Windows/AD,HTTP 200; Markdown extracted; 5163 words
DFIR-2024-10-28-ecfe033d,The DFIR Report,2024-10-28,Inside the Open Directory of the “You Dun” Threat Group - The DFIR Report,A,HTML,The_DFIR_Report/2024-10-28_inside-the-open-directory-of-the-you-dun-threat-group.html,The_DFIR_Report/2024-10-28_inside-the-open-directory-of-the-you-dun-threat-group.md,https://thedfirreport.com/2024/10/28/inside-the-open-directory-of-the-you-dun-threat-group/,e6d1ec8aa70d4ab726912b243931ff4fff90d6d6e07cff3ea784dedf7637bf6c,multi-stage intrusion investigation,Windows/AD,HTTP 200; Markdown extracted; 2904 words
DFIR-2024-12-02-b9755770,The DFIR Report,2024-12-02,The Curious Case of an Egg-Cellent Resume - The DFIR Report,A,HTML,The_DFIR_Report/2024-12-02_the-curious-case-of-an-egg-cellent-resume.html,The_DFIR_Report/2024-12-02_the-curious-case-of-an-egg-cellent-resume.md,https://thedfirreport.com/2024/12/02/the-curious-case-of-an-egg-cellent-resume/,8bcde9be244630501899ae6fd68bb1604b50b502c75da55a4bb89445265d9e36,multi-stage intrusion investigation,Windows/AD,HTTP 200; Markdown extracted; 5610 words
DFIR-2025-01-27,The DFIR Report,2025-01-27,Cobalt Strike and a Pair of SOCKS Lead to LockBit Ransomware,A,HTML,The_DFIR_Report/2025-01-27_Cobalt-Strike-SOCKS-to-LockBit.html,The_DFIR_Report/2025-01-27_Cobalt-Strike-SOCKS-to-LockBit.md,https://thedfirreport.com/2025/01/27/cobalt-strike-and-a-pair-of-socks-lead-to-lockbit-ransomware/,fbc0225e8f982a6638dc652569169027ec1891e24b776fbc25cf9c1a013711f6,Cobalt Strike; scheduled tasks; proxies; RDP; exfiltration; LockBit,Windows/AD,HTTP 200; Markdown extracted; 4698 words
DFIR-2025-02-24-uence-Exploit-to-LockBit,The DFIR Report,2025-02-24,Confluence Exploit Leads to LockBit Ransomware - The DFIR Report,A,HTML,The_DFIR_Report/2025-02-24_Confluence-Exploit-to-LockBit.html,The_DFIR_Report/2025-02-24_Confluence-Exploit-to-LockBit.md,https://thedfirreport.com/2025/02/24/confluence-exploit-leads-to-lockbit-ransomware/,320469930f3eda04cf37ac32a8258eda0ec74b6a9fd8dea0a1fff87166488ffc,public-facing exploitation; impact or ransomware,Linux/Windows/Enterprise,HTTP 200; Markdown extracted; 3964 words
DFIR-2025-03-31-1_Fake-Zoom-to-BlackSuit,The DFIR Report,2025-03-31,Fake Zoom Ends in BlackSuit Ransomware - The DFIR Report,A,HTML,The_DFIR_Report/2025-03-31_Fake-Zoom-to-BlackSuit.html,The_DFIR_Report/2025-03-31_Fake-Zoom-to-BlackSuit.md,https://thedfirreport.com/2025/03/31/fake-zoom-ends-in-blacksuit-ransomware/,997d8dd95cf48263e385bdd7d8371cae644d41a655a9704adfc6e35ce8b42d83,phishing or user execution; impact or ransomware,Windows/AD,HTTP 200; Markdown extracted; 4066 words
DFIR-2025-04-28-3b49fcf3,The DFIR Report,2025-04-28,Navigating Through The Fog - The DFIR Report,A,HTML,The_DFIR_Report/2025-04-28_navigating-through-the-fog.html,The_DFIR_Report/2025-04-28_navigating-through-the-fog.md,https://thedfirreport.com/2025/04/28/navigating-through-the-fog/,0d0af040989f7ed53bd5f02c3bc844ec40db5462b3b463d094a706ab8992c056,multi-stage intrusion investigation,Windows/AD,HTTP 200; Markdown extracted; 2165 words
DFIR-2025-05-19-eec1ef65,The DFIR Report,2025-05-19,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware - The DFIR Report,A,HTML,The_DFIR_Report/2025-05-19_another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware.html,The_DFIR_Report/2025-05-19_another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware.md,https://thedfirreport.com/2025/05/19/another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware/,f18f59a54a756ed906177e321f7f12a8ba4dd7a637e48dac95530fdeb4b20e8b,public-facing exploitation; impact or ransomware,Linux/Windows/Enterprise,HTTP 200; Markdown extracted; 7694 words
DFIR-2025-06-30-sword-Spray-to-RansomHub,The DFIR Report,2025-06-30,Hide Your RDP: Password Spray Leads to RansomHub Deployment - The DFIR Report,A,HTML,The_DFIR_Report/2025-06-30_RDP-Password-Spray-to-RansomHub.html,The_DFIR_Report/2025-06-30_RDP-Password-Spray-to-RansomHub.md,https://thedfirreport.com/2025/06/30/hide-your-rdp-password-spray-leads-to-ransomhub-deployment/,d6af34bd1e2ca87c8df93fc87cfbe3244873c3538ab0af43f03d1108d9d2d47a,remote services or credential attack; impact or ransomware,Windows/AD,HTTP 200; Markdown extracted; 4507 words
DFIR-2025-07-14-b60b5bf9,The DFIR Report,2025-07-14,KongTuke FileFix Leads to New Interlock RAT Variant - The DFIR Report,A,HTML,The_DFIR_Report/2025-07-14_kongtuke-filefix-leads-to-new-interlock-rat-variant.html,The_DFIR_Report/2025-07-14_kongtuke-filefix-leads-to-new-interlock-rat-variant.md,https://thedfirreport.com/2025/07/14/kongtuke-filefix-leads-to-new-interlock-rat-variant/,8a75d48815bbdab9cb2bb5e37697fcd4432c273ac34361dd1643df940f4b6835,multi-stage intrusion investigation,Windows/AD,HTTP 200; Markdown extracted; 1211 words
DFIR-2025-08-05-c359f7ed,The DFIR Report,2025-08-05,Flash Alert: From Bing Search to Ransomware: Bumblebee and AdaptixC2 Deliver Akira - The DFIR Report,A,HTML,The_DFIR_Report/2025-08-05_from-bing-search-to-ransomware-bumblebee-and-adaptixc2-deliver-akira-2.html,The_DFIR_Report/2025-08-05_from-bing-search-to-ransomware-bumblebee-and-adaptixc2-deliver-akira-2.md,https://thedfirreport.com/2025/08/05/from-bing-search-to-ransomware-bumblebee-and-adaptixc2-deliver-akira-2/,46e4079769c8aa37b8030fb509821b6a928ff3442c91dc783b60285961d3bbf9,phishing or user execution; impact or ransomware,Windows/AD,HTTP 200; Markdown extracted; 1586 words
DFIR-2025-09-08-6cda1ca9,The DFIR Report,2025-09-08,Blurring the Lines: Intrusion Shows Connection With Three Major Ransomware Gangs - The DFIR Report,A,HTML,The_DFIR_Report/2025-09-08_blurring-the-lines-intrusion-shows-connection-with-three-major-ransomware-gangs.html,The_DFIR_Report/2025-09-08_blurring-the-lines-intrusion-shows-connection-with-three-major-ransomware-gangs.md,https://thedfirreport.com/2025/09/08/blurring-the-lines-intrusion-shows-connection-with-three-major-ransomware-gangs/,23f3aa4a7d6c6a10ce5f3197babc8ba7b1911eb95e4e133194bf72560f7e1af6,impact or ransomware,Windows/AD,HTTP 200; Markdown extracted; 6323 words
DFIR-2025-09-29-845ecca4,The DFIR Report,2025-09-29,From a Single Click: How Lunar Spider Enabled a Near Two-Month Intrusion - The DFIR Report,A,HTML,The_DFIR_Report/2025-09-29_from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusion.html,The_DFIR_Report/2025-09-29_from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusion.md,https://thedfirreport.com/2025/09/29/from-a-single-click-how-lunar-spider-enabled-a-near-two-month-intrusion/,5c53586dd80e1408ccda340ebb2dc3f9333e0e89928c318fad40d863292d2d78,multi-stage intrusion investigation,Windows/AD,HTTP 200; Markdown extracted; 7220 words
